C7,CLAV,RELB,RFIN0,RFINx,RFINy,RSHO,RWRA,RWRB,STRN,T10
0.0126994898569863,0.0137388010184187,0.0038249054534851,0.00633188703049095,0.00805480736331418,0.0138156587741373,0.0104529499217399,0.00927777451156258,0.00383567202333568,0.0135360618752243,0.0140211678751166
0.0126011951447551,0.0137124942261318,0.00395011468417064,0.00626297504086508,0.00788868936765801,0.0137687535902637,0.0104962635642736,0.00930380729896099,0.00383975617076134,0.0135004262397822,0.0140457209374277
0.0125431083615068,0.0136911549486666,0.00398460169498787,0.00624336728080283,0.00785366400023582,0.0136470657954229,0.010499489893933,0.00930274682662064,0.00387886431304319,0.0134667173904928,0.0140597910817372
0.0124856297541654,0.0136679669627198,0.00400130611913163,0.00623157475469881,0.00783884695787587,0.0135222978236873,0.0104968997045461,0.00928284966123007,0.00391777130839717,0.0134450605443859,0.0140679032762562
0.0125668003855596,0.0136482037939685,0.00366388360116697,0.00634792845079402,0.00807163557013698,0.0133625175083889,0.0103457589338288,0.00896252563631479,0.00411370249592747,0.0134644083245757,0.0140497348648507
0.0124857307502805,0.0136440511567863,0.00394897791586628,0.0062618414053855,0.00783477207151553,0.0133457159905268,0.0103911740446352,0.00902996280685037,0.00405935456141736,0.0133790563214825,0.0140386962382979
0.012415699055172,0.0136100089496996,0.00395591929015241,0.00622553658828697,0.0078220252032642,0.0132054846766561,0.0103600883053138,0.00903931853610659,0.00411518277952511,0.0133653906889735,0.0140551694377476
0.0124747129164682,0.0136030285305773,0.00355203956289904,0.0063282967360104,0.00807914561872729,0.0129837142508838,0.0102006727069298,0.00877275845274449,0.00432002737839707,0.013408610428415,0.0140100821446486
0.0124239587614656,0.0135763366905731,0.00356451869992291,0.00632561075572947,0.00808964771729278,0.0128148179963353,0.0101768648643088,0.00874594666407815,0.00438543009760731,0.0133752397416607,0.0140013356852766
0.0123946866515334,0.0135464082791749,0.00351553872890059,0.00631859238638645,0.00809314401916834,0.0126933254829261,0.0101087983168427,0.00863728821621691,0.00447848617384268,0.0133627972590584,0.0139986459331216
0.0123657490772779,0.0135171499032489,0.003561009870079,0.00633746700127898,0.00808224481792656,0.0126559857651549,0.0100486166147683,0.00833750022564317,0.00458042098909037,0.0133225461031367,0.0140129873265909
0.0123157081174328,0.0134930994517086,0.00385005264718548,0.00623102579010075,0.00785309711883787,0.0125980305170491,0.0100610503064093,0.00845835049642653,0.00452145050325666,0.0132172141113927,0.014035082433495
0.0122867002343225,0.0134703129472408,0.00349328534621773,0.00624589136891599,0.00803216580601395,0.0122398459910245,0.00996346605595659,0.00851010409830573,0.00467264893767979,0.0133067537608314,0.0140164305600143
0.0122553600296768,0.0134639045750518,0.00354623808215128,0.00627790084900997,0.00804656454945838,0.0122415136895973,0.00990361616254389,0.00804898295608831,0.00479764838284339,0.0132777328824464,0.0140510691724153
0.0121755975189803,0.0134484237194141,0.00391323657262119,0.00613521467695303,0.00776176976176825,0.0122220479799132,0.00997309599859043,0.00824182272511972,0.0046863878035647,0.0131632268051037,0.0141022783978194
0.012076268357183,0.0134585957616128,0.00400952484199815,0.00614279532050358,0.00786425857807336,0.011926578013743,0.0100379494783894,0.00832766947762698,0.00470815602759723,0.0130598161614704,0.0141663853139219
0.0121230474132126,0.0135051634068234,0.00357435627734561,0.00619889376444705,0.00799127653194408,0.0118605435681043,0.00982625638690038,0.00774714640061101,0.00497015642600912,0.0132777203300341,0.0140725065939264
0.0120405359796356,0.0135168411640072,0.00371245954685035,0.00611053355262045,0.00789024585642299,0.0116789814272179,0.00987787224962945,0.00800157668855955,0.00489636557766067,0.0132094271602596,0.0141020650627132
0.0120332824979845,0.0135447109073541,0.00352104199375694,0.00606257425594944,0.00789312496889541,0.0115155167682653,0.00981523909090857,0.00800953013772964,0.00499044924087006,0.0132866659560666,0.0140410979189734
0.0120147087338603,0.0135479357632409,0.00363482763131904,0.0061088434732116,0.00790786404028929,0.0115594796126123,0.00978529366542978,0.00747592969940862,0.00512602281330274,0.0132584457683018,0.0140367127003012
0.0119738723047976,0.0135514835809441,0.00365815229296161,0.00608698839750008,0.00788399785081778,0.011477722905899,0.00978091353000315,0.00740049491295004,0.00517979552153361,0.0132422929035193,0.0140168896467262
0.011943864222177,0.0135253626430864,0.00368568067945393,0.00607303246990333,0.00784734866062418,0.0114096990812467,0.00976345445293837,0.00735974367285308,0.00521142901824439,0.0132396085683415,0.0140107285718123
0.0119491033108597,0.0135381650694655,0.003694467404593,0.00606820869353547,0.00786208647670575,0.0113581436463623,0.00974928132953929,0.00725681761310699,0.00528721644686503,0.0131884061150125,0.0139743490122653
0.011907831161429,0.013501600875648,0.00377339849939017,0.00600615990048545,0.00779528071660026,0.0112947829463253,0.00978030717256357,0.00736997733573858,0.0053269457896716,0.0131735367630792,0.0139565784596584
0.01194059908116,0.0135084796648104,0.00371995081115333,0.00605485200815011,0.00785009730590005,0.0112997365594646,0.00970914118794743,0.00717911457307927,0.00539372375901841,0.013136728138669,0.0139532959052728
0.0119569425125782,0.01349073733194,0.00375206675657566,0.00605462941707419,0.00785490341879516,0.0112929161071266,0.0096953252610678,0.00715318813118319,0.00542359918875833,0.01309594637024,0.0139410852462101
0.011991581874265,0.0134599149831602,0.00375969425518887,0.00605892565296856,0.00785860272285091,0.0112969025822523,0.00966424661999586,0.00714260028903334,0.00544681997304849,0.0130761967381575,0.0139328049555465
0.0120003650546223,0.0134425697384131,0.00376458696719835,0.00605213651983329,0.00784334566445979,0.0113383171763097,0.00964914800670507,0.00713222831746854,0.00546043553120076,0.0130128308648658,0.0139711689247751
